case_idx,query_field,query,target_path,target_in_index,category,hit_top5,rank,result_paths
5,complex_task_zh,我需要为一个新的测试项目选择合适的软件版本。我听说有专门用于执行的GUI版本，也有支持全功能开发和.NET编程的版本，我想查一下它们的具体区别和适用场景，以便向领导申请采购。,CANoeCANalyzer/CANoeCANalyzerProductFamily.md,True,查询模块总览与导航,False,,"['COMInterface/Objects/COMObjectVersion.md', 'Shared/NET.md', 'CANoeCANalyzer/Ribbon/File/Options/Programming/ProgrammingNETNamespaces.md', 'CANoeCANalyzer/General/FeatureMatrix.md', 'CANoeCANalyzer/Ribbon/File/Options/Programming/ProgrammingNETDebugging.md', 'CANoeCANalyzer/VTPPlatformManager/CANoePlugIN/CANoePlugInExecutionEnvironment.md', 'CANoeCANalyzer/General/Licensing/LicensingInformation.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md', 'CANoeCANalyzer/VTPPlatformManager/GUIOverview.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILOPGetVersion.md', 'CANoeCANalyzer/Test/TestVariants.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainTesting.md', 'CAPLFunctions/Obsolete/TestISO11783il/CAPLfunctionTestIso11783ILOPGetVersion.md', 'CAPLFunctions/ISO11783/ISONodeLayer/Functions/CAPLfunctionIso11783OPGetVersion.md', 'CANoeCANalyzer/Test/TestModules/XML/XMLTestModuleVariants.md']"
5,simple_task_en,"I want to understand the functional differences between different versions (e.g., pro, run, pex) in this software family.",CANoeCANalyzer/CANoeCANalyzerProductFamily.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagnosticsCreatePDX.md', 'CANoeCANalyzer/General/Licensing/LicensingInformation.md', 'CAPLFunctions/Obsolete/TestISO11783il/CAPLfunctionTestIso11783ILOPGetVersion.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILOPGetVersion.md', 'CANoeCANalyzer/General/FeatureMatrix.md', 'CAPLFunctions/Other/CAPLGeneralStartPage.md', 'CAPLFunctions/ISO11783/ISONodeLayer/Functions/CAPLfunctionIso11783OPGetVersion.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionInspect.md', 'CAPLFunctions/Obsolete/TestISO11783il/CAPLfunctionTestIso11783ILOPLoadVersion.md', 'COMInterface/Objects/COMObjectVersion.md', 'CAPLBrowser/CAPLBrowserWindows.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILOPLoadVersion.md', 'CAPLFunctions/Obsolete/TestISO11783il/CAPLfunctionTestIso11783ILOPStoreVersion.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures160.md']"
5,complex_task_en,I need to choose the appropriate software version for a new testing project. I heard there are GUI versions specifically for execution and versions that support full development and .NET programming. I want to check their specific differences and application scenarios to apply for procurement.,CANoeCANalyzer/CANoeCANalyzerProductFamily.md,True,查询模块总览与导航,False,,"['Shared/NET.md', 'CANoeCANalyzer/VTPPlatformManager/CANoePlugIN/CANoePlugInExecutionEnvironment.md', 'CANoeCANalyzer/General/Licensing/LicensingInformation.md', 'CANoeCANalyzer/Ribbon/File/Options/Programming/ProgrammingNETDebugging.md', 'CANoeCANalyzer/Ribbon/File/Options/Programming/ProgrammingNETNamespaces.md', 'COMInterface/Objects/COMObjectVersion.md', 'CANoeCANalyzer/SIL/SILTechnicalDetails.md', 'COMInterface/Programming/COMProgramming.md', 'CAPLFunctions/ISO11783/ISOInteractionLayer/Functions/CAPLfunctionIso11783ILOPGetVersion.md', 'CANoeCANalyzer/General/Programming.md', 'CANoeCANalyzer/General/FeatureMatrix.md', 'CAPLFunctions/Obsolete/TestISO11783il/CAPLfunctionTestIso11783ILOPGetVersion.md', 'CAPLFunctions/ISO11783/ISONodeLayer/Functions/CAPLfunctionIso11783OPGetVersion.md', 'CAPLFunctions/Obsolete/TestISO11783il/CAPLfunctionTestIso11783ILOPLoadVersion.md', 'CAPLFunctions/Obsolete/TestISO11783il/CAPLfunctionTestIso11783ILOPStoreVersion.md']"
6,simple_task_zh,我想查询该工具支持的所有总线测试检查（Checks）的详细列表。,TestCommands/CheckDescriptions.md,True,查询核心概念与技术细节,True,10.0,"['CAPLFunctions/Test/CAPLfunctionsTSLCheckOverview.md', 'CAPLFunctions/Test/CAPLfunctionsTSLOverview.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/tabs/obdimmTabTest.md', 'SampConf/LIN/CANoe/LINTestServiceLibrary/LINTestServiceLibrarySAEJ2602.md', 'CAPLFunctions/Obsolete/J1939TestServiceLibrary/Functions/CAPLfunctionJ1939TestChkQueryCount.md', 'CANoeCANalyzer/Windows/TraceTest/TestTraceExplorer.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/sections/command.md', 'CANoeCANalyzer/Windows/TraceTest/TestTraceWindowIcons.md', 'CANoeCANalyzer/ISO11783/VirtualTerminalWindow/VTRequests.md', 'TestCommands/CheckDescriptions.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestCheck.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLAnalyzingMeasurementResults.md', 'CAPLFunctions/Obsolete/J1939TestServiceLibrary/Functions/CAPLfunctionJ1939TestChkQueryNumEvents.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/obdimmOverview.md', 'CANoeCANalyzer/Windows/Trace/TraceExplorer.md']"
6,complex_task_zh,"我在编写测试脚本，需要自动监控报文的周期时间和信号值的变化。我记得系统提供了一些内置的检查功能，比如监控周期性发送间隔或信号有效性，我想查一下这些检查在不同总线类型（CAN, LIN, J1939等）上的支持情况。",TestCommands/CheckDescriptions.md,True,查询核心概念与技术细节,True,1.0,"['TestCommands/CheckDescriptions.md', 'CANoeCANalyzer/CANopen/TfsNodelayer/Monitoring.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_SLAC_GetSignalType.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINBaudrateEvent.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINLongDominantSignal.md', 'CANoeCANalyzer/J1939/j1939tsl/j1939tslChecks.md', 'TestCommands/CheckDescriptions/CDSignalCycleTimeAbsolute.md', 'CANoeCANalyzer/Test/TestServiceLibrary.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsConfigureGenericMonitor.md', 'TestCommands/CheckDescriptions/CDLINBaudrate.md', 'CANoeCANalyzer/CANopen/TfsNodelayer/timingdescription.md', 'CANoeCANalyzer/J1939/j1939basics/defineJ1939Signal.md', 'CAPLFunctions/Obsolete/J1939TestServiceLibrary/CAPLfunctionsJ1939TSLOverview.md', 'CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINLongDominantSignal.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsMonitorActivate.md']"
6,simple_task_en,I want to query the detailed list of all bus test checks supported by this tool.,TestCommands/CheckDescriptions.md,True,查询核心概念与技术细节,False,,"['CAPLFunctions/ISO11783/ISONodeLayer/Functions/CAPLfunctionIso11783getbus.md', 'CAPLFunctions/J1939/J1939NodeLayer/Functions/CAPLfunctionj1939getbus.md', 'SampConf/LIN/CANoe/LINTestServiceLibrary/LINTestServiceLibrarySAEJ2602.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/tabs/obdimmTabTest.md', 'COMInterface/Objects/COMObjectBuses.md', 'CANoeCANalyzer/ISO11783/VirtualTerminalWindow/VTRequests.md', 'CANoeCANalyzer/General/Licensing/License.md', 'CAPLFunctions/Test/CAPLfunctionsTSLOverview.md', 'CAPLFunctions/Test/CAPLfunctionsTSLCheckOverview.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/sections/result.md', 'Externals/OBD/ID_POPUP_CHECK_ALL_SUPPORTED_PIDS_OBD.md', 'CANoeCANalyzer/ISO11783/SimulationAndTest.md', 'CAPLFunctions/J1939/J1939NodeLayer/Functions/CAPLfunctionj1939getbusname.md', 'CAPLFunctions/ISO11783/ISONodeLayer/Functions/CAPLfunctionIso11783getbusname.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/obdimmOverview.md']"
6,complex_task_en,"I am writing a test script and need to automatically monitor message cycle times and signal value changes. I remember the system provides some built-in check functions, such as monitoring periodic transmission intervals or signal validity. I want to check the support for these checks on different bus types (CAN, LIN, J1939, etc.).",TestCommands/CheckDescriptions.md,True,查询核心概念与技术细节,True,1.0,"['TestCommands/CheckDescriptions.md', 'TestCommands/CheckDescriptions/Deprecated/CDJ1939CycleTime.md', 'TestCommands/CheckDescriptions/CDOccurrenceOfMessages.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINBusIsAwake.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkQueryEventTiming.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsConfigureGenericMonitor.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsCheckAndCompareGenericMonitorMessage.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINBaudrateEvent.md', 'TestCommands/CheckDescriptions/CDSignalCycleTimeAbsolute.md', 'TestCommands/CheckDescriptions/CDMessageCountObservation.md', 'CANoeCANalyzer/J1939/j1939tsl/j1939tslChecks.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionTestWaitForSignals.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestWaitForSignalsAvailable.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionTestWaitForSignal.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestWaitForSignalAvailable.md']"
7,simple_task_zh,我想了解测试结果（Verdict）的几种状态及其优先级顺序。,Shared/TestVerdicts.md,True,查询核心概念与技术细节,True,1.0,"['Shared/TestVerdicts.md', 'COMInterface/Properties/COMPropertyVerdict.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestSetVerdictModule.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictModule.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictLastTestCase.md', 'CAPLFunctions/Test/Functions/CAPLfunctionsTFSExampleTestSetVerdictModule.md', 'CANoeCANalyzer/Ribbon/File/Options/General/GeneralTestFeatureSet.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/sections/result.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLAnalyzingMeasurementResults.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerVT/Functions/CAPLfunctionIso11783VTILGetState.md', 'Shared/CAPL/General/KeywordsTest.md', 'COMInterface/Objects/COMObjectTestCase.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerVT/Functions/CAPLfunctionIso11783VTILOnChangedState.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestCaseFail.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerTC/Functions/CAPLfunctionIso11783TCILGetState.md']"
7,complex_task_zh,在分析测试报告时，我看到有的结果是'pass'，有的是'inconclusive'或'error in test system'。我需要弄清楚这些状态是如何从低层测试步骤累积到高层测试用例的，以及哪个状态具有最高优先级，以便正确解读测试失败的原因。,Shared/TestVerdicts.md,True,查询核心概念与技术细节,True,1.0,"['Shared/TestVerdicts.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestStep.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictLastTestCase.md', 'COMInterface/Properties/COMPropertyVerdict.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictModule.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestStepBegin.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestCaseFail.md', 'COMInterface/Objects/COMObjectTestCase.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/sections/result.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLAnalyzingMeasurementResults.md', 'CAPLFunctions/CANopen/NodeLayerTFS/Functions/CAPLfunctionCoTfsSetFailControl.md', 'COMInterface/Objects/COMObjectTestConfigurationReportFilterSettings.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestSetVerdictModule.md', 'COMInterface/Objects/COMObjectReportFilterSettings.md', 'CAPLFunctions/Test/Functions/CAPLfunctionsTFSExampleTestSetVerdictModule.md']"
7,simple_task_en,I want to understand the different states of test results (Verdict) and their priority order.,Shared/TestVerdicts.md,True,查询核心概念与技术细节,True,1.0,"['Shared/TestVerdicts.md', 'COMInterface/Properties/COMPropertyVerdict.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictModule.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestSetVerdictModule.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictLastTestCase.md', 'CANoeCANalyzer/Ribbon/File/Options/General/GeneralTestFeatureSet.md', 'CAPLFunctions/Test/Functions/CAPLfunctionsTFSExampleTestSetVerdictModule.md', 'Shared/CAPL/General/KeywordsTest.md', 'CANoeCANalyzer/J1939/blocks/obdimmonitor/sections/result.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLAnalyzingMeasurementResults.md', 'COMInterface/Objects/COMObjectTestCase.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerVT/Functions/CAPLfunctionIso11783VTILGetState.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerVT/Functions/CAPLfunctionIso11783VTILOnChangedState.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestCaseFail.md', 'CAPLFunctions/ISO11783/ISOInteractionLayerTC/Functions/CAPLfunctionIso11783TCILGetState.md']"
7,complex_task_en,"When analyzing test reports, I see some results are 'pass', some are 'inconclusive' or 'error in test system'. I need to clarify how these states accumulate from low-level test steps to high-level test cases and which state has the highest priority to correctly interpret the cause of test failure.",Shared/TestVerdicts.md,True,查询核心概念与技术细节,True,1.0,"['Shared/TestVerdicts.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestStep.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictLastTestCase.md', 'COMInterface/Properties/COMPropertyVerdict.md', 'COMInterface/Objects/COMObjectTestCase.md', 'CANoeCANalyzer/Test/TestModules/XML/StructuringElements/SETestCase.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestStepBegin.md', 'Shared/CAPL/General/KeywordsTest.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestCaseFail.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetVerdictModule.md', 'CANoeCANalyzer/Test/TestServiceLibrary/TSLAnalyzingMeasurementResults.md', 'COMInterface/Objects/COMObjectTestConfigurationReportFilterSettings.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestSetVerdictModule.md', 'COMInterface/Objects/COMObjectReportFilterSettings.md', 'CAPLFunctions/Test/Functions/CAPLfunctionsTFSExampleTestSetVerdictModule.md']"
8,simple_task_zh,我想知道在代码编辑器中如何管理各种窗口，比如悬浮或自动隐藏。,Shared/WindowManagement.md,True,其他,True,1.0,"['Shared/WindowManagement.md', 'CANoeCANalyzer/Windows/Windows.md', 'CANoeCANalyzer/DesktopManagement/WindowManagement.md', 'CANoeCANalyzer/DesktopManagement/WindowTypes.md', 'CAPLBrowser/CAPLBrowserWindows.md', 'CANoeCANalyzer/DesktopManagement/DesktopUseCases.md', 'CANoeCANalyzer/Ribbon/Window/ActivateMDIWindows.md', 'CANoeCANalyzer/Windows/Write/WriteWindowContextMenu.md', 'CANoeCANalyzer/DesktopManagement/DesktopConcept.md', 'CANoeCANalyzer/Windows/DocumentsWindow.md', 'CANoeCANalyzer/Windows/Write/WriteWindowToolbar.md', 'CANoeCANalyzer/DesktopManagement/ScreenLayout.md', 'Shared/DocumentView.md', 'CANoeCANalyzer/Windows/WindowsAnalysis.md', 'CANoeCANalyzer/DesktopManagement/DesktopManagementFurtherInformation.md']"
8,complex_task_zh,我的代码编辑窗口布局比较乱，有些窗口占用了太多空间。我查阅文档是想找到管理这些窗口的方法，例如如何将窗口停靠到边缘，或者如何设置窗口在不使用时自动折叠成标签，以及如何切换这些显示模式。,Shared/WindowManagement.md,True,其他,True,3.0,"['CANoeCANalyzer/Ribbon/RibbonLayout.md', 'CAPLBrowser/Ribbon/CBRibbonLayout.md', 'Shared/WindowManagement.md', 'CANoeCANalyzer/DesktopManagement/ScreenLayout.md', 'CANoeCANalyzer/DesktopManagement/DesktopUseCases.md', 'CANoeCANalyzer/Windows/Windows.md', 'CANoeCANalyzer/DesktopManagement/WindowTypes.md', 'CANoeCANalyzer/DesktopManagement/WindowManagement.md', 'CANoeCANalyzer/Ribbon/Window/ActivateMDIWindows.md', 'CANoeCANalyzer/Windows/DocumentsWindow.md', 'CANoeCANalyzer/Windows/Write/WriteWindowViews.md', 'CANoeCANalyzer/DesktopManagement/DesktopConcept.md', 'CANoeCANalyzer/DesktopManagement/DesktopManagementFurtherInformation.md', 'CANoeCANalyzer/Windows/WindowsAnalysis.md', 'CAPLBrowser/Ribbon/CBRibbon.md']"
8,simple_task_en,"I want to know how to manage various windows in the code editor, such as docking or auto-hiding.",Shared/WindowManagement.md,True,其他,True,1.0,"['Shared/WindowManagement.md', 'CANoeCANalyzer/DesktopManagement/WindowTypes.md', 'CANoeCANalyzer/Windows/Windows.md', 'CANoeCANalyzer/Ribbon/Window/ActivateMDIWindows.md', 'CANoeCANalyzer/DesktopManagement/WindowManagement.md', 'CANoeCANalyzer/DesktopManagement/DesktopUseCases.md', 'CANoeCANalyzer/Ribbon/RibbonLayout.md', 'CANoeCANalyzer/Windows/Write/WriteWindowContextMenu.md', 'CANoeCANalyzer/Windows/Write/WriteWindowKeyboardOperation.md', 'CANoeCANalyzer/Windows/Write/WriteWindowToolbar.md', 'CAPLBrowser/CAPLBrowserWindows.md', 'CANoeCANalyzer/General/KeyboardOperation.md', 'Shared/DocumentView.md', 'CANoeCANalyzer/Windows/WindowsAnalysis.md', 'CANoeCANalyzer/General/KeyboardOperationMeasurement.md']"
8,complex_task_en,"The layout of my code editing window is messy, and some windows are taking up too much space. I'm checking the documentation to find ways to manage these windows, such as how to dock windows to the edges, how to set windows to automatically collapse into tabs when not in use, and how to toggle these display modes.",Shared/WindowManagement.md,True,其他,True,2.0,"['CANoeCANalyzer/Ribbon/RibbonLayout.md', 'Shared/WindowManagement.md', 'CANoeCANalyzer/DesktopManagement/WindowTypes.md', 'CANoeCANalyzer/DesktopManagement/DesktopUseCases.md', 'CANoeCANalyzer/DesktopManagement/ScreenLayout.md', 'CAPLBrowser/Ribbon/CBRibbonLayout.md', 'CANoeCANalyzer/DesktopManagement/DesktopConcept.md', 'CANoeCANalyzer/Windows/Windows.md', 'CANoeCANalyzer/Windows/DocumentsWindow.md', 'CANoeCANalyzer/DesktopManagement/WindowManagement.md', 'CANoeCANalyzer/Ribbon/Window/ActivateMDIWindows.md', 'CANoeCANalyzer/DesktopManagement/DesktopManagementFurtherInformation.md', 'CANoeCANalyzer/Windows/WindowsAnalysis.md', 'CANoeCANalyzer/DesktopManagement/DesktopAdministration.md', 'CANoeCANalyzer/DesktopManagement/DesktopAdministrationDesktopTab.md']"
9,simple_task_zh,我想知道编写脚本时如何激活自动补全或输入辅助功能。,Shared/AutocompleteInputAssistance.md,True,其他,True,1.0,"['Shared/AutocompleteInputAssistance.md', 'CANoeCANalyzer/ISO11783/InteractiveTaskController/shortcuts.md', 'CANoeCANalyzer/General/SymbolSelectionTextCompletion.md', 'CANoeCANalyzer/ISO11783/VirtualTerminalWindow/PageAuxiliary.md', 'CANoeCANalyzer/Windows/Write/WriteWindowKeyboardOperation.md', 'CANoeCANalyzer/Windows/MOSTWindowsKeyboardOperation.md', 'CAPLFunctions/SmartCharging/CCSBindingFunctions/CAPLfunctionEnableAutoHeaderFill.md', 'CANoeCANalyzer/Windows/MeasurementSetup/MeasurementSetupWindowKeyboardOperation.md', 'CANoeCANalyzer/A429/windows/ig/A429IGConfigToolb.md', 'CANoeCANalyzer/AFDX/windows/afdxIG/afdxIGShortcuts.md', 'CANoeCANalyzer/General/KeyboardOperation.md', 'CANoeCANalyzer/Windows/MainWindowKeyboard.md', 'CANoeCANalyzer/General/KeyboardOperationMeasurement.md', 'CANoeCANalyzer/A429/windows/ig/A429IGConfig.md', 'CAPLFunctions/SmartCharging/CCSBindingFunctions/CAPLfunctionEnableAutoBodyFill.md']"
9,complex_task_zh,作为初学者，我记不住那么多函数名和信号名。我想通过某种快捷键（如Ctrl+Space）叫出输入助手，帮我补全关键字、诊断服务或符号名。我需要查阅具体的操作说明，包括如何筛选列表和确认选择。,Shared/AutocompleteInputAssistance.md,True,其他,True,1.0,"['Shared/AutocompleteInputAssistance.md', 'CANoeCANalyzer/ISO11783/InteractiveTaskController/shortcuts.md', 'CANoeCANalyzer/FunctionBlocks/IG/OHID_IG_shortcuts.md', 'CANoeCANalyzer/General/SymbolSelectionTextCompletion.md', 'CANoeCANalyzer/AFDX/windows/afdxIG/afdxIGShortcuts.md', 'CANoeCANalyzer/Windows/MeasurementSetup/MeasurementSetupWindowKeyboardOperation.md', 'CANoeCANalyzer/General/KeyboardOperation.md', 'Externals/DiagConsole/ID_POPUP_SEARCH_SERVICES_DIAG.md', 'CANoeCANalyzer/J1939/blocks/diagmemaccess/dmaShortcuts.md', 'CAPLFunctions/MOST/CAPLfunctionsMOSTInputAssistant.md', 'CAPLFunctions/Other/Functions/CAPLfunctionlookupSignal.md', 'Shared/HowToUseOnlineHelp.md', 'CAPLFunctions/Other/Functions/CAPLfunctionlookupServiceSignal.md', 'CANoeCANalyzer/General/KeyboardOperationMeasurement.md', 'CAPLFunctions/Other/Functions/CAPLfunctionlookupServiceSignalString.md']"
